,Data,,Label,Test Result,Testing Success
0,4.775220833,5.152211952,+1,1,0.9225
1,4.649557127,1.130973355,+1,1,
2,4.461061568,5.089380099,+1,1,
3,5.780530483,6.094689748,+1,1,
4,1.193805208,1.822123739,+1,1,
5,0.125663706,3.455751919,+1,1,
6,1.319468915,4.838052687,+1,1,
7,2.890265241,6.031857895,+1,1,
8,3.518583772,5.52920307,+1,1,
9,1.005309649,5.843362336,+1,1,
10,1.193805208,4.838052687,+1,1,
11,1.382300768,1.256637061,+1,1,
12,2.199114858,0.753982237,+1,1,
13,5.906194189,5.843362336,+1,1,
14,3.769911184,2.199114858,+1,1,
15,5.906194189,2.827433388,+1,1,
16,2.45044227,5.71769863,+1,1,
17,1.947787445,0.942477796,+1,1,
18,1.319468915,1.445132621,+1,1,
19,3.707079331,5.906194189,+1,1,
20,4.775220833,0.879645943,+1,1,
21,3.89557489,2.261946711,+1,1,
22,0.753982237,2.827433388,+1,1,
23,1.696460033,3.518583772,+1,1,
24,4.586725274,1.005309649,+1,1,
25,1.507964474,0.942477796,+1,1,
26,0.376991118,0.314159265,+1,1,
27,4.649557127,0.879645943,+1,1,
28,5.340707511,0.628318531,+1,1,
29,5.654866776,4.586725274,+1,1,
30,5.780530483,5.969026042,+1,1,
31,4.649557127,1.570796327,+1,1,
32,0.314159265,2.513274123,+1,1,
33,4.71238898,1.759291886,+1,1,
34,4.586725274,5.52920307,+1,1,
35,6.157521601,3.581415625,+1,1,
36,4.775220833,5.089380099,+1,1,
37,5.089380099,1.696460033,+1,1,
38,1.382300768,5.277875658,+1,1,
39,6.031857895,3.518583772,+1,1,
40,5.592034923,0.314159265,+1,1,
41,0.376991118,5.71769863,+1,1,
42,6.031857895,5.843362336,+1,1,
43,0.439822972,2.45044227,+1,1,
44,2.324778564,3.89557489,+1,1,
45,0,3.455751919,+1,1,
46,4.586725274,1.696460033,+1,1,
47,0.062831853,2.513274123,+1,1,
48,5.026548246,1.507964474,+1,1,
49,1.068141502,1.759291886,+1,1,
50,5.906194189,6.094689748,+1,1,
51,0.565486678,4.586725274,+1,1,
52,4.838052687,0.879645943,+1,1,
53,0.942477796,4.523893421,+1,1,
54,4.838052687,1.507964474,+1,1,
55,6.157521601,5.592034923,+1,1,
56,1.759291886,5.52920307,+1,1,
57,1.319468915,4.461061568,+1,1,
58,6.094689748,0.691150384,+1,1,
59,5.843362336,2.764601535,+1,1,
60,0.81681409,4.775220833,+1,1,
61,0,3.330088213,+1,1,
62,0,2.45044227,+1,1,
63,0.314159265,2.387610417,+1,1,
64,4.586725274,1.696460033,+1,1,
65,1.005309649,4.963716393,+1,1,
66,4.021238597,5.654866776,+1,1,
67,5.277875658,4.146902303,+1,1,
68,4.71238898,1.63362818,+1,1,
69,5.969026042,3.707079331,+1,1,
70,0.188495559,0.502654825,+1,1,
71,1.319468915,4.398229715,+1,1,
72,2.576105976,0.565486678,+1,1,
73,6.094689748,5.654866776,+1,1,
74,3.707079331,5.403539364,+1,1,
75,0.314159265,2.387610417,+1,1,
76,0.628318531,2.073451151,+1,1,
77,3.89557489,5.780530483,+1,1,
78,4.838052687,0.879645943,+1,1,
79,2.010619298,3.518583772,+1,1,
80,0.125663706,0.439822972,+1,1,
81,5.71769863,0.125663706,+1,1,
82,4.209734156,5.52920307,+1,1,
83,6.094689748,2.701769682,+1,1,
84,5.592034923,4.461061568,+1,1,
85,3.958406744,5.906194189,+1,1,
86,5.906194189,3.707079331,+1,1,
87,6.157521601,0.376991118,+1,1,
88,0.502654825,2.136283004,+1,1,
89,1.068141502,1.947787445,+1,1,
90,4.335397862,5.152211952,+1,1,
91,0.439822972,6.031857895,+1,1,
92,1.696460033,3.581415625,+1,1,
93,1.63362818,4.963716393,+1,1,
94,1.445132621,5.277875658,+1,1,
95,3.518583772,5.592034923,+1,-1,
96,1.507964474,1.382300768,+1,1,
97,0.439822972,0.314159265,+1,1,
98,4.523893421,5.654866776,+1,1,
99,5.152211952,4.90088454,+1,1,
100,4.71238898,5.089380099,+1,1,
101,4.461061568,5.71769863,+1,1,
