,Data,,Label,Test Result,Testing Success
0,0.565486678,3.078760801,+1,1,0.9
1,0.439822972,1.256637061,+1,1,
2,4.335397862,0.125663706,+1,1,
3,2.638937829,5.215043805,+1,1,
4,2.701769682,1.570796327,+1,1,
5,5.026548246,1.068141502,+1,-1,
6,1.822123739,2.701769682,+1,1,
7,2.136283004,3.078760801,+1,1,
8,4.272566009,6.031857895,+1,1,
9,2.387610417,2.953097094,+1,1,
10,0.376991118,3.644247478,+1,1,
11,0.314159265,0.502654825,+1,1,
12,4.523893421,2.953097094,+1,1,
13,5.403539364,4.963716393,+1,1,
14,1.193805208,6.094689748,+1,1,
15,3.958406744,3.015928947,+1,1,
16,0.691150384,5.152211952,+1,1,
17,2.764601535,5.592034923,+1,1,
18,4.71238898,5.654866776,+1,1,
19,6.220353454,3.707079331,+1,1,
20,4.398229715,0.628318531,+1,1,
21,3.89557489,3.832743037,+1,1,
22,5.592034923,1.319468915,+1,1,
23,4.272566009,3.330088213,+1,1,
24,0.565486678,3.455751919,+1,1,
25,3.89557489,5.026548246,+1,1,
26,0.691150384,3.581415625,+1,1,
27,0.628318531,0.439822972,+1,1,
28,1.759291886,5.089380099,+1,1,
29,0.314159265,2.45044227,+1,1,
30,4.398229715,0.376991118,+1,1,
31,2.073451151,0.502654825,+1,1,
32,4.021238597,3.769911184,+1,1,
33,0.062831853,2.764601535,+1,1,
34,5.340707511,2.261946711,+1,1,
35,2.324778564,1.759291886,+1,1,
36,3.89557489,4.963716393,+1,1,
37,6.157521601,4.90088454,+1,1,
38,6.031857895,2.513274123,+1,1,
39,0.439822972,1.445132621,+1,1,
40,3.89557489,3.392920066,+1,1,
41,2.324778564,4.838052687,+1,1,
42,1.884955592,5.026548246,+1,1,
43,2.261946711,2.073451151,+1,1,
44,1.947787445,1.382300768,+1,-1,
45,3.392920066,0.439822972,+1,1,
46,5.466371217,2.261946711,+1,1,
47,1.759291886,3.204424507,+1,1,
48,4.649557127,5.466371217,+1,1,
49,2.010619298,5.215043805,+1,1,
50,0.628318531,1.193805208,+1,1,
51,5.403539364,5.215043805,+1,1,
52,3.958406744,4.90088454,+1,1,
53,5.026548246,5.089380099,+1,1,
54,1.696460033,2.638937829,+1,1,
55,2.764601535,5.277875658,+1,-1,
56,0.81681409,0.376991118,+1,1,
57,2.764601535,3.330088213,+1,1,
58,0.628318531,1.005309649,+1,1,
59,2.073451151,5.969026042,+1,1,
60,0.125663706,1.570796327,+1,1,
61,4.209734156,3.26725636,+1,1,
62,2.199114858,3.392920066,+1,1,
63,2.513274123,2.010619298,+1,1,
64,5.215043805,1.696460033,+1,1,
65,5.969026042,1.382300768,+1,1,
66,1.63362818,0.691150384,+1,1,
67,0,2.953097094,+1,-1,
68,1.822123739,0.691150384,+1,1,
69,5.71769863,5.152211952,+1,1,
70,4.775220833,4.775220833,+1,1,
71,3.769911184,5.592034923,+1,1,
72,3.707079331,3.330088213,+1,1,
73,4.71238898,4.461061568,+1,-1,
74,1.947787445,1.822123739,+1,-1,
75,5.403539364,3.141592654,+1,1,
76,5.026548246,5.403539364,+1,-1,
77,5.71769863,3.204424507,+1,1,
78,5.843362336,1.507964474,+1,1,
79,2.45044227,3.330088213,+1,1,
80,5.403539364,2.136283004,+1,1,
81,1.884955592,0.942477796,+1,1,
82,1.193805208,2.827433388,+1,-1,
83,2.199114858,5.654866776,+1,1,
84,0.188495559,2.701769682,+1,1,
85,5.215043805,2.199114858,+1,1,
86,1.382300768,3.330088213,+1,1,
87,0.628318531,0.439822972,+1,1,
88,4.209734156,1.822123739,+1,-1,
89,5.592034923,5.277875658,+1,1,
90,4.90088454,3.330088213,+1,1,
91,3.769911184,3.078760801,+1,1,
92,1.884955592,5.340707511,+1,1,
93,4.586725274,5.340707511,+1,1,
94,6.031857895,3.26725636,+1,-1,
95,4.209734156,5.969026042,+1,1,
96,2.387610417,5.403539364,+1,1,
