,Data,,Label,Training Error
0,5.780530483,3.958406744,+1,0.0739
1,6.031857895,0.439822972,+1,
2,4.461061568,0.879645943,+1,
3,5.466371217,3.707079331,+1,
4,5.592034923,0.81681409,+1,
5,1.507964474,5.277875658,+1,
6,0.188495559,2.513274123,+1,
7,1.696460033,3.581415625,+1,
8,6.220353454,3.769911184,+1,
9,5.969026042,3.89557489,+1,
10,5.340707511,3.518583772,+1,
11,5.780530483,6.031857895,+1,
12,5.71769863,4.523893421,+1,
13,0.062831853,3.518583772,+1,
14,4.523893421,0.753982237,+1,
15,1.570796327,5.026548246,+1,
16,5.906194189,3.769911184,+1,
17,3.644247478,1.884955592,+1,
18,6.220353454,0.628318531,+1,
19,3.707079331,2.073451151,+1,
20,6.157521601,1.445132621,-1,
21,5.969026042,0.942477796,-1,
22,4.649557127,3.581415625,-1,
23,4.838052687,4.209734156,-1,
24,1.947787445,0.062831853,-1,
25,4.335397862,3.078760801,-1,
26,4.775220833,3.015928947,-1,
27,4.71238898,3.015928947,-1,
28,0.062831853,1.130973355,-1,
29,0.376991118,3.204424507,-1,
30,0.251327412,1.382300768,-1,
31,5.277875658,2.073451151,-1,
32,3.392920066,0.81681409,-1,
33,0.188495559,4.146902303,-1,
34,2.953097094,4.461061568,-1,
35,0.502654825,1.507964474,-1,
36,4.209734156,3.015928947,-1,
37,6.220353454,1.068141502,-1,
38,3.958406744,5.277875658,-1,
39,6.094689748,2.010619298,-1,
