,Data,,Label,Test Result,Testing Success
0,3.644247478,1.947787445,+1,1,0.8125
1,1.445132621,1.068141502,+1,1,
2,1.068141502,4.775220833,+1,1,
3,4.775220833,1.319468915,+1,1,
4,4.586725274,5.654866776,+1,1,
5,1.570796327,4.71238898,+1,1,
6,2.324778564,4.209734156,+1,1,
7,0.502654825,5.906194189,+1,1,
8,1.130973355,2.764601535,+1,-1,
9,5.340707511,4.272566009,+1,1,
10,6.157521601,3.769911184,+1,1,
11,2.701769682,0,+1,1,
12,1.319468915,4.775220833,+1,1,
13,5.969026042,0.376991118,+1,1,
14,1.759291886,4.90088454,+1,1,
15,2.387610417,4.398229715,+1,1,
16,0.188495559,5.466371217,+1,1,
17,1.759291886,4.963716393,+1,1,
18,1.696460033,4.649557127,+1,1,
19,5.906194189,3.518583772,+1,1,
20,0.251327412,3.518583772,+1,1,
21,2.324778564,3.769911184,+1,1,
22,1.445132621,4.838052687,+1,1,
23,5.780530483,1.005309649,+1,1,
24,1.005309649,4.586725274,+1,1,
25,0,3.26725636,+1,1,
26,3.832743037,6.031857895,+1,1,
27,4.523893421,5.152211952,+1,1,
28,4.90088454,1.822123739,+1,1,
29,5.152211952,1.130973355,+1,1,
30,5.403539364,1.570796327,+1,1,
31,4.775220833,5.277875658,+1,1,
32,0.251327412,5.654866776,+1,1,
33,5.277875658,1.884955592,+1,1,
34,2.010619298,1.068141502,+1,1,
35,1.884955592,5.277875658,+1,1,
36,1.382300768,1.068141502,+1,1,
37,2.073451151,0.879645943,+1,1,
38,0.502654825,5.969026042,+1,1,
39,4.838052687,4.586725274,+1,1,
40,5.71769863,0,+1,1,
41,5.71769863,0.062831853,+1,1,
42,5.340707511,1.822123739,+1,1,
43,5.969026042,5.843362336,+1,1,
44,1.696460033,4.71238898,+1,1,
45,5.277875658,4.398229715,+1,1,
46,1.696460033,5.089380099,+1,1,
47,0.314159265,0.062831853,+1,1,
48,4.649557127,1.319468915,+1,1,
49,4.523893421,5.71769863,+1,1,
50,1.947787445,1.005309649,+1,1,
51,1.445132621,1.63362818,+1,1,
52,4.838052687,5.152211952,+1,1,
53,0.314159265,2.387610417,+1,1,
54,0.691150384,2.890265241,+1,1,
55,4.963716393,4.71238898,+1,1,
56,4.08407045,2.45044227,+1,1,
57,5.969026042,0.565486678,+1,1,
58,5.780530483,4.08407045,+1,-1,
59,1.068141502,2.701769682,+1,-1,
60,4.586725274,1.445132621,+1,1,
61,3.769911184,0.062831853,+1,1,
62,1.507964474,4.649557127,+1,1,
63,0.314159265,2.890265241,+1,1,
64,1.570796327,1.382300768,+1,1,
65,1.193805208,4.649557127,+1,1,
66,4.963716393,1.005309649,+1,1,
67,1.759291886,4.649557127,+1,1,
68,1.63362818,0.879645943,+1,1,
69,1.507964474,1.382300768,+1,1,
70,5.340707511,1.63362818,+1,1,
71,5.843362336,6.094689748,+1,1,
72,3.392920066,5.969026042,+1,1,
73,1.507964474,1.382300768,+1,1,
74,1.068141502,5.780530483,+1,-1,
75,6.157521601,5.843362336,+1,1,
76,0.188495559,3.26725636,+1,1,
77,4.649557127,1.193805208,+1,1,
78,1.319468915,1.696460033,+1,1,
79,0.81681409,1.884955592,+1,1,
80,5.906194189,4.461061568,+1,-1,
81,0.502654825,0.062831853,+1,1,
82,6.220353454,0.81681409,+1,1,
83,2.45044227,4.272566009,+1,-1,
84,6.157521601,0.628318531,+1,1,
85,5.152211952,1.63362818,+1,1,
86,4.523893421,1.382300768,+1,1,
87,5.71769863,3.958406744,+1,1,
88,5.466371217,1.696460033,+1,1,
89,4.963716393,4.775220833,+1,1,
90,5.277875658,1.193805208,+1,1,
91,1.507964474,5.089380099,+1,1,
92,5.026548246,1.193805208,+1,1,
93,0.753982237,2.199114858,+1,1,
94,0.81681409,5.52920307,+1,1,
95,4.838052687,1.445132621,+1,1,
96,1.130973355,5.906194189,+1,-1,
97,2.576105976,0.251327412,+1,1,
98,5.654866776,0.879645943,+1,1,
99,1.947787445,1.193805208,+1,1,
100,0.502654825,5.71769863,+1,1,
101,5.969026042,3.89557489,+1,1,
102,4.963716393,1.130973355,+1,1,
103,2.073451151,0.691150384,+1,1,
104,2.010619298,0.81681409,+1,1,
105,4.90088454,3.707079331,+1,1,
106,5.026548246,5.089380099,+1,1,
107,6.031857895,3.958406744,+1,-1,
108,1.382300768,5.152211952,+1,1,
109,1.947787445,5.026548246,+1,1,
110,2.827433388,0.188495559,+1,1,
111,0.314159265,2.890265241,+1,1,
112,5.340707511,4.649557127,+1,1,
113,5.089380099,4.523893421,+1,1,
114,1.947787445,1.193805208,+1,1,
115,6.031857895,0.376991118,+1,1,
116,0.753982237,1.884955592,+1,1,
117,4.586725274,4.963716393,+1,1,
118,5.906194189,5.843362336,+1,1,
119,1.507964474,4.775220833,+1,1,
120,0,3.392920066,+1,1,
121,2.638937829,4.523893421,+1,-1,
122,5.089380099,1.193805208,+1,1,
123,1.319468915,1.319468915,+1,1,
124,0.125663706,3.581415625,+1,1,
125,4.963716393,5.026548246,+1,1,
126,6.157521601,3.581415625,+1,1,
127,4.021238597,5.780530483,+1,1,
128,3.581415625,2.073451151,+1,1,
129,3.958406744,2.324778564,+1,1,
130,5.215043805,4.838052687,+1,1,
131,5.340707511,1.382300768,+1,1,
132,4.461061568,5.277875658,+1,1,
133,5.843362336,5.969026042,+1,1,
134,5.026548246,1.507964474,+1,1,
135,5.277875658,4.335397862,+1,1,
136,2.513274123,4.08407045,+1,-1,
137,1.570796327,1.193805208,+1,1,
138,6.094689748,0.314159265,+1,1,
139,3.392920066,0.188495559,+1,1,
140,2.136283004,3.832743037,+1,1,
141,1.822123739,1.193805208,+1,1,
142,5.403539364,1.822123739,+1,1,
143,0.062831853,2.827433388,+1,1,
144,4.775220833,1.63362818,+1,1,
145,4.90088454,3.707079331,+1,1,
146,5.403539364,4.08407045,+1,1,
147,4.838052687,5.152211952,+1,1,
148,1.319468915,1.507964474,+1,1,
149,4.71238898,4.838052687,+1,1,
150,0.125663706,0.565486678,+1,1,
151,4.90088454,4.90088454,+1,1,
152,3.581415625,0.062831853,+1,1,
153,0.188495559,2.45044227,+1,1,
154,1.068141502,4.586725274,+1,1,
155,6.220353454,2.890265241,+1,1,
156,5.215043805,1.759291886,+1,1,
157,4.775220833,1.63362818,+1,1,
158,0.062831853,3.392920066,+1,1,
159,6.157521601,3.518583772,+1,1,
160,1.63362818,5.215043805,+1,1,
161,0.439822972,2.827433388,+1,1,
162,0.062831853,3.581415625,+1,1,
163,2.136283004,3.707079331,+1,1,
164,1.130973355,5.906194189,+1,-1,
165,3.707079331,0.125663706,+1,1,
166,3.707079331,2.010619298,+1,1,
167,4.649557127,1.068141502,+1,1,
168,1.445132621,4.649557127,+1,1,
169,0.691150384,2.890265241,+1,1,
170,0.314159265,0.251327412,+1,1,
171,4.71238898,4.90088454,+1,1,
172,2.513274123,4.335397862,+1,-1,
173,2.513274123,5.969026042,+1,1,
174,1.822123739,4.71238898,+1,1,
175,1.130973355,2.764601535,+1,-1,
176,5.152211952,3.644247478,+1,1,
177,2.638937829,0.376991118,+1,1,
178,0,5.466371217,+1,1,
179,0.062831853,5.403539364,+1,1,
180,3.581415625,0.439822972,+1,1,
181,5.340707511,0.691150384,+1,1,
182,3.392920066,0,+1,1,
